filepath,label
data\lisa\train\green\nightSequence1--02485.jpg,green
data\lisa\train\green\nightSequence1--02486.jpg,green
data\lisa\train\green\nightSequence1--02487.jpg,green
data\lisa\train\green\nightSequence1--02488.jpg,green
data\lisa\train\green\nightSequence1--02489.jpg,green
data\lisa\train\green\nightSequence1--02490.jpg,green
data\lisa\train\green\nightSequence1--02491.jpg,green
data\lisa\train\green\nightSequence1--02492.jpg,green
data\lisa\train\green\nightSequence1--02493.jpg,green
data\lisa\train\green\nightSequence1--02494.jpg,green
data\lisa\train\green\nightSequence1--02495.jpg,green
data\lisa\train\green\nightSequence1--02496.jpg,green
data\lisa\train\green\nightSequence1--02497.jpg,green
data\lisa\train\green\nightSequence1--02498.jpg,green
data\lisa\train\green\nightSequence1--02499.jpg,green
data\lisa\train\green\nightSequence1--02500.jpg,green
data\lisa\train\green\nightSequence1--02501.jpg,green
data\lisa\train\green\nightSequence1--02502.jpg,green
data\lisa\train\green\nightSequence1--02503.jpg,green
data\lisa\train\green\nightSequence1--02504.jpg,green
data\lisa\train\green\nightSequence1--02505.jpg,green
data\lisa\train\green\nightSequence1--02506.jpg,green
data\lisa\train\green\nightSequence1--02507.jpg,green
data\lisa\train\green\nightSequence1--02508.jpg,green
data\lisa\train\green\nightSequence1--02509.jpg,green
data\lisa\train\green\nightSequence1--02510.jpg,green
data\lisa\train\green\nightSequence1--02511.jpg,green
data\lisa\train\green\nightSequence1--02512.jpg,green
data\lisa\train\green\nightSequence1--02513.jpg,green
data\lisa\train\green\nightSequence1--02514.jpg,green
data\lisa\train\green\nightSequence1--02515.jpg,green
data\lisa\train\green\nightSequence1--02516.jpg,green
data\lisa\train\green\nightSequence1--02517.jpg,green
data\lisa\train\green\nightSequence1--02518.jpg,green
data\lisa\train\green\nightSequence1--02519.jpg,green
data\lisa\train\green\nightSequence1--02520.jpg,green
data\lisa\train\green\nightSequence1--02521.jpg,green
data\lisa\train\green\nightSequence1--02522.jpg,green
data\lisa\train\green\nightSequence1--02523.jpg,green
data\lisa\train\green\nightSequence1--02524.jpg,green
data\lisa\train\green\nightSequence1--02525.jpg,green
data\lisa\train\green\nightSequence1--02526.jpg,green
data\lisa\train\green\nightSequence1--02527.jpg,green
data\lisa\train\green\nightSequence1--02528.jpg,green
data\lisa\train\green\nightSequence1--02529.jpg,green
data\lisa\train\green\nightSequence1--02530.jpg,green
data\lisa\train\green\nightSequence1--02531.jpg,green
data\lisa\train\green\nightSequence1--02532.jpg,green
data\lisa\train\green\nightSequence1--02533.jpg,green
data\lisa\train\green\nightSequence1--02534.jpg,green
data\lisa\train\green\nightSequence1--02535.jpg,green
data\lisa\train\green\nightSequence1--02536.jpg,green
data\lisa\train\green\nightSequence1--02537.jpg,green
data\lisa\train\green\nightSequence1--02538.jpg,green
data\lisa\train\green\nightSequence1--02539.jpg,green
data\lisa\train\green\nightSequence1--02540.jpg,green
data\lisa\train\green\nightSequence1--02541.jpg,green
data\lisa\train\green\nightSequence1--02542.jpg,green
data\lisa\train\green\nightSequence1--02543.jpg,green
data\lisa\train\green\nightSequence1--02544.jpg,green
data\lisa\train\green\nightSequence1--02545.jpg,green
data\lisa\train\green\nightSequence1--02546.jpg,green
data\lisa\train\green\nightSequence1--02547.jpg,green
data\lisa\train\green\nightSequence1--02548.jpg,green
data\lisa\train\green\nightSequence1--02549.jpg,green
data\lisa\train\green\nightSequence1--02553.jpg,green
data\lisa\train\green\nightSequence1--02554.jpg,green
data\lisa\train\green\nightSequence1--02555.jpg,green
data\lisa\train\green\nightSequence1--02559.jpg,green
data\lisa\train\green\nightSequence1--02561.jpg,green
data\lisa\train\green\nightSequence1--02563.jpg,green
data\lisa\train\green\nightSequence1--02564.jpg,green
data\lisa\train\green\nightSequence1--02565.jpg,green
data\lisa\train\green\nightSequence1--02569.jpg,green
data\lisa\train\green\nightSequence1--02571.jpg,green
data\lisa\train\green\nightSequence1--02572.jpg,green
data\lisa\train\green\nightSequence1--02573.jpg,green
data\lisa\train\green\nightSequence1--02574.jpg,green
data\lisa\train\green\nightSequence1--02576.jpg,green
data\lisa\train\green\nightSequence1--02577.jpg,green
data\lisa\train\green\nightSequence1--02579.jpg,green
data\lisa\train\green\nightSequence1--02582.jpg,green
data\lisa\train\green\nightSequence1--02583.jpg,green
data\lisa\train\green\nightSequence1--02584.jpg,green
data\lisa\train\green\nightSequence1--02585.jpg,green
data\lisa\train\green\nightSequence1--02586.jpg,green
data\lisa\train\green\nightSequence1--02589.jpg,green
data\lisa\train\green\nightSequence1--02590.jpg,green
data\lisa\train\green\nightSequence1--02591.jpg,green
data\lisa\train\green\nightSequence1--02592.jpg,green
data\lisa\train\green\nightSequence1--02593.jpg,green
data\lisa\train\green\nightSequence1--02595.jpg,green
data\lisa\train\green\nightSequence1--02596.jpg,green
data\lisa\train\green\nightSequence1--02599.jpg,green
data\lisa\train\green\nightSequence1--02600.jpg,green
data\lisa\train\green\nightSequence1--02604.jpg,green
data\lisa\train\green\nightSequence1--02607.jpg,green
data\lisa\train\green\nightSequence1--02612.jpg,green
data\lisa\train\green\nightSequence1--02616.jpg,green
data\lisa\train\green\nightSequence1--02617.jpg,green
data\lisa\train\green\nightSequence1--02619.jpg,green
data\lisa\train\green\nightSequence1--02620.jpg,green
data\lisa\train\green\nightSequence1--02621.jpg,green
data\lisa\train\green\nightSequence1--02622.jpg,green
data\lisa\train\green\nightSequence1--02626.jpg,green
data\lisa\train\green\nightSequence1--02627.jpg,green
data\lisa\train\green\nightSequence1--02629.jpg,green
data\lisa\train\green\nightSequence1--02630.jpg,green
data\lisa\train\green\nightSequence1--02633.jpg,green
data\lisa\train\green\nightSequence1--02636.jpg,green
data\lisa\train\green\nightSequence1--02637.jpg,green
data\lisa\train\green\nightSequence1--02640.jpg,green
data\lisa\train\green\nightSequence1--02641.jpg,green
data\lisa\train\green\nightSequence1--02643.jpg,green
data\lisa\train\green\nightSequence1--02647.jpg,green
data\lisa\train\green\nightSequence1--02648.jpg,green
data\lisa\train\green\nightSequence1--02649.jpg,green
data\lisa\train\green\nightSequence1--02652.jpg,green
data\lisa\train\green\nightSequence1--02653.jpg,green
data\lisa\train\green\nightSequence1--02654.jpg,green
data\lisa\train\green\nightSequence1--02656.jpg,green
data\lisa\train\green\nightSequence1--02657.jpg,green
data\lisa\train\green\nightSequence1--02664.jpg,green
data\lisa\train\green\nightSequence1--02667.jpg,green
data\lisa\train\green\nightSequence1--02689.jpg,green
data\lisa\train\green\nightSequence1--02692.jpg,green
data\lisa\train\green\nightSequence1--02693.jpg,green
data\lisa\train\green\nightSequence1--02697.jpg,green
data\lisa\train\green\nightSequence1--03204.jpg,green
data\lisa\train\green\nightSequence1--03213.jpg,green
data\lisa\train\green\nightSequence1--03217.jpg,green
data\lisa\train\green\nightSequence1--03218.jpg,green
data\lisa\train\green\nightSequence1--03219.jpg,green
data\lisa\train\green\nightSequence1--03223.jpg,green
data\lisa\train\green\nightSequence1--03233.jpg,green
data\lisa\train\green\nightSequence1--03234.jpg,green
data\lisa\train\green\nightSequence1--03238.jpg,green
data\lisa\train\green\nightSequence1--03240.jpg,green
data\lisa\train\green\nightSequence1--03245.jpg,green
data\lisa\train\green\nightSequence1--03248.jpg,green
data\lisa\train\green\nightSequence1--03253.jpg,green
data\lisa\train\green\nightSequence1--03258.jpg,green
data\lisa\train\green\nightSequence1--03261.jpg,green
data\lisa\train\green\nightSequence1--03262.jpg,green
data\lisa\train\green\nightSequence1--03266.jpg,green
data\lisa\train\green\nightSequence1--03267.jpg,green
data\lisa\train\green\nightSequence1--03270.jpg,green
data\lisa\train\green\nightSequence1--03272.jpg,green
data\lisa\train\green\nightSequence1--03389.jpg,green
data\lisa\train\green\nightSequence1--03390.jpg,green
data\lisa\train\green\nightSequence1--03392.jpg,green
data\lisa\train\green\nightSequence1--03394.jpg,green
data\lisa\train\green\nightSequence1--03395.jpg,green
data\lisa\train\green\nightSequence1--03397.jpg,green
data\lisa\train\green\nightSequence1--03398.jpg,green
data\lisa\train\green\nightSequence1--03399.jpg,green
data\lisa\train\green\nightSequence1--03400.jpg,green
data\lisa\train\green\nightSequence1--03403.jpg,green
data\lisa\train\green\nightSequence1--03404.jpg,green
data\lisa\train\green\nightSequence1--03405.jpg,green
data\lisa\train\green\nightSequence1--03406.jpg,green
data\lisa\train\green\nightSequence1--03407.jpg,green
data\lisa\train\green\nightSequence1--03408.jpg,green
data\lisa\train\green\nightSequence1--03409.jpg,green
data\lisa\train\green\nightSequence1--03410.jpg,green
data\lisa\train\green\nightSequence1--03411.jpg,green
data\lisa\train\green\nightSequence1--03413.jpg,green
data\lisa\train\green\nightSequence1--03414.jpg,green
data\lisa\train\green\nightSequence1--03415.jpg,green
data\lisa\train\green\nightSequence1--03416.jpg,green
data\lisa\train\green\nightSequence1--03417.jpg,green
data\lisa\train\green\nightSequence1--03418.jpg,green
data\lisa\train\green\nightSequence1--03419.jpg,green
data\lisa\train\green\nightSequence1--03421.jpg,green
data\lisa\train\green\nightSequence1--03424.jpg,green
data\lisa\train\green\nightSequence1--03426.jpg,green
data\lisa\train\green\nightSequence1--03427.jpg,green
data\lisa\train\green\nightSequence1--03428.jpg,green
data\lisa\train\green\nightSequence1--03430.jpg,green
data\lisa\train\green\nightSequence1--03431.jpg,green
data\lisa\train\green\nightSequence1--03432.jpg,green
data\lisa\train\green\nightSequence1--03434.jpg,green
data\lisa\train\green\nightSequence1--03435.jpg,green
data\lisa\train\green\nightSequence1--03440.jpg,green
data\lisa\train\green\nightSequence1--03445.jpg,green
data\lisa\train\green\nightSequence1--03446.jpg,green
data\lisa\train\green\nightSequence1--03447.jpg,green
data\lisa\train\green\nightSequence1--03449.jpg,green
data\lisa\train\green\nightSequence1--03450.jpg,green
data\lisa\train\green\nightSequence1--03452.jpg,green
data\lisa\train\green\nightSequence1--03455.jpg,green
data\lisa\train\green\nightSequence1--03456.jpg,green
data\lisa\train\green\nightSequence1--03457.jpg,green
data\lisa\train\green\nightSequence1--03459.jpg,green
data\lisa\train\green\nightSequence1--03461.jpg,green
data\lisa\train\green\nightSequence1--03462.jpg,green
data\lisa\train\green\nightSequence1--03463.jpg,green
data\lisa\train\green\nightSequence1--03470.jpg,green
data\lisa\train\green\nightSequence1--03471.jpg,green
data\lisa\train\green\nightSequence1--03472.jpg,green
data\lisa\train\green\nightSequence1--03474.jpg,green
data\lisa\train\green\nightSequence1--03475.jpg,green
data\lisa\train\green\nightSequence1--03477.jpg,green
data\lisa\train\green\nightSequence1--03478.jpg,green
data\lisa\train\green\nightSequence1--03479.jpg,green
data\lisa\train\green\nightSequence1--03480.jpg,green
data\lisa\train\green\nightSequence1--03482.jpg,green
data\lisa\train\green\nightSequence1--03483.jpg,green
data\lisa\train\green\nightSequence1--03485.jpg,green
data\lisa\train\green\nightSequence1--03486.jpg,green
data\lisa\train\green\nightSequence1--03489.jpg,green
data\lisa\train\green\nightSequence1--03490.jpg,green
data\lisa\train\green\nightSequence1--03494.jpg,green
data\lisa\train\green\nightSequence1--03495.jpg,green
data\lisa\train\green\nightSequence1--03496.jpg,green
data\lisa\train\green\nightSequence1--03497.jpg,green
data\lisa\train\green\nightSequence1--03498.jpg,green
data\lisa\train\green\nightSequence1--03500.jpg,green
data\lisa\train\green\nightSequence1--03503.jpg,green
data\lisa\train\green\nightSequence1--03504.jpg,green
data\lisa\train\green\nightSequence1--03505.jpg,green
data\lisa\train\green\nightSequence1--03506.jpg,green
data\lisa\train\green\nightSequence1--03507.jpg,green
data\lisa\train\green\nightSequence1--03510.jpg,green
data\lisa\train\green\nightSequence1--03514.jpg,green
data\lisa\train\green\nightSequence1--03517.jpg,green
data\lisa\train\green\nightSequence1--03519.jpg,green
data\lisa\train\green\nightSequence1--03521.jpg,green
data\lisa\train\green\nightSequence1--03522.jpg,green
data\lisa\train\green\nightSequence1--03701.jpg,green
data\lisa\train\green\nightSequence1--03702.jpg,green
data\lisa\train\green\nightSequence1--03703.jpg,green
data\lisa\train\green\nightSequence1--03704.jpg,green
data\lisa\train\green\nightSequence1--03705.jpg,green
data\lisa\train\green\nightSequence1--03706.jpg,green
data\lisa\train\green\nightSequence1--03707.jpg,green
data\lisa\train\green\nightSequence1--03708.jpg,green
data\lisa\train\green\nightSequence1--03709.jpg,green
data\lisa\train\green\nightSequence1--03710.jpg,green
data\lisa\train\green\nightSequence1--03711.jpg,green
data\lisa\train\green\nightSequence1--03712.jpg,green
data\lisa\train\green\nightSequence1--03713.jpg,green
data\lisa\train\green\nightSequence1--03714.jpg,green
data\lisa\train\green\nightSequence1--03715.jpg,green
data\lisa\train\green\nightSequence1--03716.jpg,green
data\lisa\train\green\nightSequence1--03717.jpg,green
data\lisa\train\green\nightSequence1--03718.jpg,green
data\lisa\train\green\nightSequence1--03719.jpg,green
data\lisa\train\green\nightSequence1--03720.jpg,green
data\lisa\train\green\nightSequence1--03721.jpg,green
data\lisa\train\green\nightSequence1--03722.jpg,green
data\lisa\train\green\nightSequence1--03723.jpg,green
data\lisa\train\green\nightSequence1--03724.jpg,green
data\lisa\train\green\nightSequence1--03725.jpg,green
data\lisa\train\green\nightSequence1--03726.jpg,green
data\lisa\train\green\nightSequence1--03727.jpg,green
data\lisa\train\green\nightSequence1--03728.jpg,green
data\lisa\train\green\nightSequence1--03729.jpg,green
data\lisa\train\green\nightSequence1--03730.jpg,green
data\lisa\train\green\nightSequence1--03731.jpg,green
data\lisa\train\green\nightSequence1--03732.jpg,green
data\lisa\train\green\nightSequence1--03733.jpg,green
data\lisa\train\green\nightSequence1--03734.jpg,green
data\lisa\train\green\nightSequence1--03735.jpg,green
data\lisa\train\green\nightSequence1--03736.jpg,green
data\lisa\train\green\nightSequence1--03737.jpg,green
data\lisa\train\green\nightSequence1--03738.jpg,green
data\lisa\train\green\nightSequence1--03739.jpg,green
data\lisa\train\green\nightSequence1--03740.jpg,green
data\lisa\train\green\nightSequence1--03741.jpg,green
data\lisa\train\green\nightSequence1--03742.jpg,green
data\lisa\train\green\nightSequence1--03743.jpg,green
data\lisa\train\green\nightSequence1--03744.jpg,green
data\lisa\train\green\nightSequence1--03745.jpg,green
data\lisa\train\green\nightSequence1--03746.jpg,green
data\lisa\train\green\nightSequence1--03747.jpg,green
data\lisa\train\green\nightSequence1--03748.jpg,green
data\lisa\train\green\nightSequence1--03749.jpg,green
data\lisa\train\green\nightSequence1--03750.jpg,green
data\lisa\train\green\nightSequence1--03751.jpg,green
data\lisa\train\green\nightSequence1--03752.jpg,green
data\lisa\train\green\nightSequence1--03753.jpg,green
data\lisa\train\green\nightSequence1--03754.jpg,green
data\lisa\train\green\nightSequence1--03755.jpg,green
data\lisa\train\green\nightSequence1--03756.jpg,green
data\lisa\train\green\nightSequence1--03757.jpg,green
data\lisa\train\green\nightSequence1--03758.jpg,green
data\lisa\train\green\nightSequence1--03759.jpg,green
data\lisa\train\green\nightSequence1--03760.jpg,green
data\lisa\train\green\nightSequence1--03761.jpg,green
data\lisa\train\green\nightSequence1--03762.jpg,green
data\lisa\train\green\nightSequence1--03763.jpg,green
data\lisa\train\green\nightSequence1--03764.jpg,green
data\lisa\train\green\nightSequence1--03765.jpg,green
data\lisa\train\green\nightSequence1--03766.jpg,green
data\lisa\train\green\nightSequence1--03767.jpg,green
data\lisa\train\green\nightSequence1--03768.jpg,green
data\lisa\train\green\nightSequence1--03769.jpg,green
data\lisa\train\green\nightSequence1--03770.jpg,green
data\lisa\train\green\nightSequence1--03771.jpg,green
data\lisa\train\green\nightSequence1--03772.jpg,green
data\lisa\train\green\nightSequence1--03773.jpg,green
data\lisa\train\green\nightSequence1--03774.jpg,green
data\lisa\train\green\nightSequence1--03775.jpg,green
data\lisa\train\green\nightSequence1--03776.jpg,green
data\lisa\train\green\nightSequence1--03777.jpg,green
data\lisa\train\green\nightSequence1--03778.jpg,green
data\lisa\train\green\nightSequence1--03779.jpg,green
data\lisa\train\green\nightSequence1--03780.jpg,green
data\lisa\train\green\nightSequence1--03781.jpg,green
data\lisa\train\green\nightSequence1--03782.jpg,green
data\lisa\train\green\nightSequence1--03783.jpg,green
data\lisa\train\green\nightSequence1--03784.jpg,green
data\lisa\train\green\nightSequence1--03785.jpg,green
data\lisa\train\green\nightSequence1--03786.jpg,green
data\lisa\train\green\nightSequence1--03787.jpg,green
data\lisa\train\green\nightSequence1--03788.jpg,green
data\lisa\train\green\nightSequence1--03789.jpg,green
data\lisa\train\green\nightSequence1--03790.jpg,green
data\lisa\train\green\nightSequence1--03791.jpg,green
data\lisa\train\green\nightSequence1--03792.jpg,green
data\lisa\train\green\nightSequence1--03793.jpg,green
data\lisa\train\green\nightSequence1--03794.jpg,green
data\lisa\train\green\nightSequence1--03795.jpg,green
data\lisa\train\green\nightSequence1--03796.jpg,green
data\lisa\train\green\nightSequence1--03797.jpg,green
data\lisa\train\green\nightSequence1--03798.jpg,green
data\lisa\train\green\nightSequence1--03799.jpg,green
data\lisa\train\green\nightSequence1--03800.jpg,green
data\lisa\train\green\nightSequence1--03801.jpg,green
data\lisa\train\green\nightSequence1--03802.jpg,green
data\lisa\train\green\nightSequence1--03803.jpg,green
data\lisa\train\green\nightSequence1--03804.jpg,green
data\lisa\train\green\nightSequence1--03805.jpg,green
data\lisa\train\green\nightSequence1--03806.jpg,green
data\lisa\train\green\nightSequence1--03807.jpg,green
data\lisa\train\green\nightSequence1--03808.jpg,green
data\lisa\train\green\nightSequence1--03809.jpg,green
data\lisa\train\green\nightSequence1--03810.jpg,green
data\lisa\train\green\nightSequence1--03811.jpg,green
data\lisa\train\green\nightSequence1--03812.jpg,green
data\lisa\train\green\nightSequence1--03813.jpg,green
data\lisa\train\green\nightSequence1--03814.jpg,green
data\lisa\train\green\nightSequence1--03815.jpg,green
data\lisa\train\green\nightSequence1--03816.jpg,green
data\lisa\train\green\nightSequence1--03817.jpg,green
data\lisa\train\green\nightSequence1--03818.jpg,green
data\lisa\train\green\nightSequence1--03819.jpg,green
data\lisa\train\green\nightSequence1--03820.jpg,green
data\lisa\train\green\nightSequence1--03821.jpg,green
data\lisa\train\green\nightSequence1--03822.jpg,green
data\lisa\train\green\nightSequence1--03823.jpg,green
data\lisa\train\green\nightSequence1--03824.jpg,green
data\lisa\train\green\nightSequence1--03825.jpg,green
data\lisa\train\green\nightSequence1--03826.jpg,green
data\lisa\train\green\nightSequence1--03827.jpg,green
data\lisa\train\green\nightSequence1--03828.jpg,green
data\lisa\train\green\nightSequence1--03829.jpg,green
data\lisa\train\green\nightSequence1--03830.jpg,green
data\lisa\train\green\nightSequence1--03831.jpg,green
data\lisa\train\green\nightSequence1--03832.jpg,green
data\lisa\train\green\nightSequence1--03833.jpg,green
data\lisa\train\green\nightSequence1--03834.jpg,green
data\lisa\train\green\nightSequence1--03835.jpg,green
data\lisa\train\green\nightSequence1--03836.jpg,green
data\lisa\train\green\nightSequence1--03837.jpg,green
data\lisa\train\green\nightSequence1--03838.jpg,green
data\lisa\train\green\nightSequence1--03839.jpg,green
data\lisa\train\green\nightSequence1--03840.jpg,green
data\lisa\train\green\nightSequence1--03841.jpg,green
data\lisa\train\green\nightSequence1--03842.jpg,green
data\lisa\train\green\nightSequence1--03843.jpg,green
data\lisa\train\green\nightSequence1--03844.jpg,green
data\lisa\train\green\nightSequence1--03845.jpg,green
data\lisa\train\green\nightSequence1--03846.jpg,green
data\lisa\train\green\nightSequence1--03847.jpg,green
data\lisa\train\green\nightSequence1--03848.jpg,green
data\lisa\train\green\nightSequence1--03849.jpg,green
data\lisa\train\green\nightSequence1--03850.jpg,green
data\lisa\train\green\nightSequence1--03851.jpg,green
data\lisa\train\green\nightSequence1--03852.jpg,green
data\lisa\train\green\nightSequence1--03853.jpg,green
data\lisa\train\green\nightSequence1--03854.jpg,green
data\lisa\train\green\nightSequence1--03855.jpg,green
data\lisa\train\green\nightSequence1--03856.jpg,green
data\lisa\train\green\nightSequence1--03857.jpg,green
data\lisa\train\green\nightSequence1--03858.jpg,green
data\lisa\train\green\nightSequence1--03859.jpg,green
data\lisa\train\green\nightSequence1--03860.jpg,green
data\lisa\train\green\nightSequence1--03861.jpg,green
data\lisa\train\green\nightSequence1--03862.jpg,green
data\lisa\train\green\nightSequence1--03863.jpg,green
data\lisa\train\green\nightSequence1--03864.jpg,green
data\lisa\train\green\nightSequence1--03865.jpg,green
data\lisa\train\green\nightSequence1--03866.jpg,green
data\lisa\train\green\nightSequence1--03867.jpg,green
data\lisa\train\green\nightSequence1--03868.jpg,green
data\lisa\train\green\nightSequence1--03869.jpg,green
data\lisa\train\green\nightSequence1--03870.jpg,green
data\lisa\train\green\nightSequence1--03871.jpg,green
data\lisa\train\green\nightSequence1--03872.jpg,green
data\lisa\train\green\nightSequence1--03873.jpg,green
data\lisa\train\green\nightSequence1--03874.jpg,green
data\lisa\train\green\nightSequence1--03875.jpg,green
data\lisa\train\green\nightSequence1--03876.jpg,green
data\lisa\train\green\nightSequence1--03877.jpg,green
data\lisa\train\green\nightSequence1--03878.jpg,green
data\lisa\train\green\nightSequence1--03879.jpg,green
data\lisa\train\green\nightSequence1--03880.jpg,green
data\lisa\train\green\nightSequence1--03881.jpg,green
data\lisa\train\green\nightSequence1--03882.jpg,green
data\lisa\train\green\nightSequence1--03883.jpg,green
data\lisa\train\green\nightSequence1--03884.jpg,green
data\lisa\train\green\nightSequence1--03885.jpg,green
data\lisa\train\green\nightSequence1--03886.jpg,green
data\lisa\train\green\nightSequence1--03887.jpg,green
data\lisa\train\green\nightSequence1--03888.jpg,green
data\lisa\train\green\nightSequence1--03889.jpg,green
data\lisa\train\green\nightSequence1--03890.jpg,green
data\lisa\train\green\nightSequence1--03891.jpg,green
data\lisa\train\green\nightSequence1--03892.jpg,green
data\lisa\train\green\nightSequence1--03893.jpg,green
data\lisa\train\green\nightSequence1--03894.jpg,green
data\lisa\train\green\nightSequence1--03895.jpg,green
data\lisa\train\green\nightSequence1--03896.jpg,green
data\lisa\train\green\nightSequence1--03897.jpg,green
data\lisa\train\green\nightSequence1--03898.jpg,green
data\lisa\train\green\nightSequence1--03899.jpg,green
data\lisa\train\green\nightSequence1--03900.jpg,green
data\lisa\train\green\nightSequence1--03901.jpg,green
data\lisa\train\green\nightSequence1--03902.jpg,green
data\lisa\train\green\nightSequence1--03903.jpg,green
data\lisa\train\green\nightSequence1--03904.jpg,green
data\lisa\train\green\nightSequence1--03905.jpg,green
data\lisa\train\green\nightSequence1--03906.jpg,green
data\lisa\train\green\nightSequence1--03907.jpg,green
data\lisa\train\green\nightSequence1--03908.jpg,green
data\lisa\train\green\nightSequence1--03909.jpg,green
data\lisa\train\green\nightSequence1--03910.jpg,green
data\lisa\train\green\nightSequence1--03911.jpg,green
data\lisa\train\green\nightSequence1--03912.jpg,green
data\lisa\train\green\nightSequence1--03913.jpg,green
data\lisa\train\green\nightSequence1--03914.jpg,green
data\lisa\train\green\nightSequence1--03915.jpg,green
data\lisa\train\green\nightSequence1--03916.jpg,green
data\lisa\train\green\nightSequence1--03917.jpg,green
data\lisa\train\green\nightSequence1--03918.jpg,green
data\lisa\train\green\nightSequence1--03919.jpg,green
data\lisa\train\green\nightSequence1--03920.jpg,green
data\lisa\train\green\nightSequence1--03921.jpg,green
data\lisa\train\green\nightSequence1--03922.jpg,green
data\lisa\train\green\nightSequence1--03923.jpg,green
data\lisa\train\green\nightSequence1--03924.jpg,green
data\lisa\train\green\nightSequence1--03925.jpg,green
data\lisa\train\green\nightSequence1--03926.jpg,green
data\lisa\train\green\nightSequence1--03927.jpg,green
data\lisa\train\green\nightSequence1--03928.jpg,green
data\lisa\train\green\nightSequence1--03929.jpg,green
data\lisa\train\green\nightSequence1--03930.jpg,green
data\lisa\train\green\nightSequence1--03931.jpg,green
data\lisa\train\green\nightSequence1--03932.jpg,green
data\lisa\train\green\nightSequence1--03933.jpg,green
data\lisa\train\green\nightSequence1--03934.jpg,green
data\lisa\train\green\nightSequence1--03935.jpg,green
data\lisa\train\green\nightSequence1--03936.jpg,green
data\lisa\train\green\nightSequence1--03937.jpg,green
data\lisa\train\green\nightSequence1--03938.jpg,green
data\lisa\train\green\nightSequence1--03939.jpg,green
data\lisa\train\green\nightSequence1--03940.jpg,green
data\lisa\train\green\nightSequence1--03941.jpg,green
data\lisa\train\green\nightSequence1--03942.jpg,green
data\lisa\train\green\nightSequence1--03943.jpg,green
data\lisa\train\green\nightSequence1--03944.jpg,green
data\lisa\train\green\nightSequence1--03945.jpg,green
data\lisa\train\green\nightSequence1--03946.jpg,green
data\lisa\train\green\nightSequence1--03947.jpg,green
data\lisa\train\green\nightSequence1--03948.jpg,green
data\lisa\train\green\nightSequence1--03949.jpg,green
data\lisa\train\green\nightSequence1--03950.jpg,green
data\lisa\train\green\nightSequence1--03951.jpg,green
data\lisa\train\green\nightSequence1--03952.jpg,green
data\lisa\train\green\nightSequence1--03953.jpg,green
data\lisa\train\green\nightSequence1--03954.jpg,green
data\lisa\train\green\nightSequence1--03955.jpg,green
data\lisa\train\green\nightSequence1--03956.jpg,green
data\lisa\train\green\nightSequence1--03957.jpg,green
data\lisa\train\green\nightSequence1--03958.jpg,green
data\lisa\train\green\nightSequence1--03959.jpg,green
data\lisa\train\green\nightSequence1--03960.jpg,green
data\lisa\train\green\nightSequence1--03961.jpg,green
data\lisa\train\green\nightSequence1--03962.jpg,green
data\lisa\train\green\nightSequence1--03963.jpg,green
data\lisa\train\green\nightSequence1--03964.jpg,green
data\lisa\train\green\nightSequence1--03965.jpg,green
data\lisa\train\green\nightSequence1--03966.jpg,green
data\lisa\train\green\nightSequence1--03967.jpg,green
data\lisa\train\green\nightSequence1--03968.jpg,green
data\lisa\train\green\nightSequence1--03969.jpg,green
data\lisa\train\green\nightSequence1--03970.jpg,green
data\lisa\train\green\nightSequence1--03972.jpg,green
data\lisa\train\green\nightSequence1--03973.jpg,green
data\lisa\train\green\nightSequence1--03974.jpg,green
data\lisa\train\green\nightSequence1--03975.jpg,green
data\lisa\train\green\nightSequence1--03976.jpg,green
data\lisa\train\green\nightSequence1--03977.jpg,green
data\lisa\train\green\nightSequence1--03978.jpg,green
data\lisa\train\green\nightSequence1--03979.jpg,green
data\lisa\train\green\nightSequence1--03980.jpg,green
data\lisa\train\green\nightSequence1--03981.jpg,green
data\lisa\train\green\nightSequence1--03982.jpg,green
data\lisa\train\green\nightSequence1--03983.jpg,green
data\lisa\train\green\nightSequence1--03984.jpg,green
data\lisa\train\green\nightSequence1--03985.jpg,green
data\lisa\train\green\nightSequence1--03986.jpg,green
data\lisa\train\green\nightSequence1--03987.jpg,green
data\lisa\train\green\nightSequence1--03988.jpg,green
data\lisa\train\green\nightSequence1--03989.jpg,green
data\lisa\train\green\nightSequence1--03992.jpg,green
data\lisa\train\green\nightSequence1--03993.jpg,green
data\lisa\train\green\nightSequence1--03994.jpg,green
data\lisa\train\green\nightSequence1--03995.jpg,green
data\lisa\train\green\nightSequence1--03996.jpg,green
data\lisa\train\green\nightSequence1--03997.jpg,green
data\lisa\train\green\nightSequence1--03998.jpg,green
data\lisa\train\green\nightSequence1--04097.jpg,green
data\lisa\train\green\nightSequence1--04098.jpg,green
data\lisa\train\green\nightSequence1--04099.jpg,green
data\lisa\train\green\nightSequence1--04100.jpg,green
data\lisa\train\green\nightSequence1--04101.jpg,green
data\lisa\train\green\nightSequence1--04102.jpg,green
data\lisa\train\green\nightSequence1--04103.jpg,green
data\lisa\train\green\nightSequence1--04104.jpg,green
data\lisa\train\green\nightSequence1--04105.jpg,green
data\lisa\train\green\nightSequence1--04106.jpg,green
data\lisa\train\green\nightSequence1--04107.jpg,green
data\lisa\train\green\nightSequence1--04108.jpg,green
data\lisa\train\green\nightSequence1--04109.jpg,green
data\lisa\train\green\nightSequence1--04110.jpg,green
